district,dong_code,dong_name,floor,contract_date,rent_type,area_m2,deposit,rent,built_year,building_type,year,interest_rate,cpi,contract_year,building_age,dong_code_building_type_deposit_encoded,dong_code_building_type_rent_encoded
성북구,13700,상월곡동,1,2022-01-03,월세,32,500,42,1993.0,단독다가구,2022,1.0,104.85,2022,29,2027.740149196951,45.47121308543898
성북구,13600,하월곡동,1,2022-01-03,월세,42,1000,45,1995.0,단독다가구,2022,1.0,104.85,2022,27,2385.997188125445,43.22188700083532
성북구,13300,정릉동,1,2022-01-03,월세,12,1000,45,2020.0,단독다가구,2022,1.0,104.85,2022,2,1858.006198999211,46.0424858731359
성북구,13300,정릉동,1,2022-01-03,월세,13,1000,40,2019.0,단독다가구,2022,1.0,104.85,2022,3,1858.006198999211,46.0424858731359
성북구,13300,정릉동,2,2022-01-03,월세,25,2000,31,2020.0,연립다세대,2022,1.0,104.85,2022,2,4901.345733950952,44.764533392061544
성북구,13400,길음동,2,2022-01-03,월세,59,23500,24,2003.0,아파트,2022,1.0,104.85,2022,19,11767.328941133179,71.8320433803974
성북구,11400,삼선동4가,1,2022-01-03,월세,55,2000,80,2014.0,연립다세대,2022,1.0,104.85,2022,8,6234.653835890828,46.3448587166834
성북구,13300,정릉동,1,2022-01-03,월세,20,1000,60,2000.0,단독다가구,2022,1.0,104.85,2022,22,1858.006198999211,46.0424858731359
성북구,13300,정릉동,1,2022-01-03,월세,18,600,45,2017.0,단독다가구,2022,1.0,104.85,2022,5,1858.006198999211,46.0424858731359
성북구,11500,삼선동5가,1,2022-01-03,월세,16,500,38,2001.0,단독다가구,2022,1.0,104.85,2022,21,3762.839243499885,52.35839777358743
성북구,13500,종암동,1,2022-01-03,월세,19,1000,50,2004.0,단독다가구,2022,1.0,104.85,2022,18,2285.3890161498184,47.10549222198714
성북구,12200,안암동2가,1,2022-01-03,월세,17,1000,35,1970.0,단독다가구,2022,1.0,104.85,2022,52,2663.7801550152167,51.07733281579036
성북구,11200,삼선동2가,1,2022-01-03,월세,20,1000,50,2019.0,단독다가구,2022,1.0,104.85,2022,3,2363.601208993258,51.54281789854711
성북구,13500,종암동,1,2022-01-03,월세,20,1000,60,2017.0,단독다가구,2022,1.0,104.85,2022,5,2285.3890161498184,47.10549222198714
성북구,13500,종암동,1,2022-01-03,월세,19,1000,43,2004.0,단독다가구,2022,1.0,104.85,2022,18,2285.3890161498184,47.10549222198714
성북구,11400,삼선동4가,1,2022-01-03,월세,20,3000,45,2009.0,단독다가구,2022,1.0,104.85,2022,13,3251.857711657615,50.26137203660708
성북구,11600,동선동1가,1,2022-01-03,월세,18,1000,48,2010.0,단독다가구,2022,1.0,104.85,2022,12,3245.3306768088946,41.98724207081177
성북구,13900,석관동,1,2022-01-04,월세,19,500,42,2014.0,단독다가구,2022,1.0,104.85,2022,8,2548.7722827010034,40.05501508271677
성북구,12200,안암동2가,1,2022-01-04,월세,49,10000,35,1997.0,단독다가구,2022,1.0,104.85,2022,25,2663.7801550152167,51.07733281579036
성북구,11800,동선동3가,1,2022-01-04,월세,20,1000,45,2019.0,단독다가구,2022,1.0,104.85,2022,3,2249.520592796694,50.317768776061804
성북구,12100,안암동1가,1,2022-01-04,월세,42,500,65,1994.0,단독다가구,2022,1.0,104.85,2022,28,2250.6899899316268,50.17306129830727
성북구,13500,종암동,1,2022-01-04,월세,16,1000,60,2017.0,단독다가구,2022,1.0,104.85,2022,5,2285.3890161498184,47.10549222198714
성북구,11400,삼선동4가,1,2022-01-04,월세,18,500,50,2012.0,단독다가구,2022,1.0,104.85,2022,10,3251.857711657615,50.26137203660708
성북구,13900,석관동,1,2022-01-04,월세,43,1000,55,1993.0,단독다가구,2022,1.0,104.85,2022,29,2548.7722827010034,40.05501508271677
성북구,13700,상월곡동,1,2022-01-04,월세,16,1000,40,2017.0,단독다가구,2022,1.0,104.85,2022,5,2027.740149196951,45.47121308543898
성북구,13500,종암동,1,2022-01-04,월세,18,1000,55,2017.0,단독다가구,2022,1.0,104.85,2022,5,2285.3890161498184,47.10549222198714
성북구,11700,동선동2가,1,2022-01-04,월세,30,2000,70,2016.0,단독다가구,2022,1.0,104.85,2022,6,2178.065242531236,49.77292164064757
성북구,13300,정릉동,4,2022-01-04,월세,26,10430,13,2020.0,연립다세대,2022,1.0,104.85,2022,2,4901.345733950952,44.764533392061544
성북구,10100,성북동,1,2022-01-04,월세,28,1000,90,2021.0,단독다가구,2022,1.0,104.85,2022,1,5544.727788391526,56.141679507333556
성북구,10900,동소문동6가,10,2022-01-04,월세,14,19000,6,2012.0,아파트,2022,1.0,104.85,2022,10,7393.317086947016,44.176458227048556
성북구,10900,동소문동6가,10,2022-01-04,월세,14,20000,3,2012.0,아파트,2022,1.0,104.85,2022,10,7393.317086947016,44.176458227048556
성북구,12800,보문동6가,7,2022-01-04,월세,29,7342,19,2017.0,아파트,2022,1.0,104.85,2022,5,10609.614515544805,60.066526145575814
성북구,10800,동소문동5가,12,2022-01-04,월세,16,3700,75,2017.0,아파트,2022,1.0,104.85,2022,5,6079.047098065603,71.19195721603676
성북구,13500,종암동,13,2022-01-04,월세,114,23500,50,2004.0,아파트,2022,1.0,104.85,2022,18,12323.897314097294,95.50430292970209
성북구,13900,석관동,1,2022-01-04,월세,33,500,40,2012.0,단독다가구,2022,1.0,104.85,2022,10,2548.7722827010034,40.05501508271677
성북구,11500,삼선동5가,9,2022-01-04,월세,27,1000,55,2003.0,오피스텔,2022,1.0,104.85,2022,19,4054.6276753395036,56.463499744916554
성북구,13800,장위동,1,2022-01-04,월세,38,2000,60,2019.0,단독다가구,2022,1.0,104.85,2022,3,3007.2556395454626,38.56414567363866
성북구,13600,하월곡동,1,2022-01-04,월세,40,300,40,1993.0,단독다가구,2022,1.0,104.85,2022,29,2385.997188125445,43.22188700083532
성북구,10900,동소문동6가,9,2022-01-04,월세,12,3000,53,2013.0,아파트,2022,1.0,104.85,2022,9,7393.317086947016,44.176458227048556
성북구,10800,동소문동5가,13,2022-01-04,월세,14,1000,80,2018.0,아파트,2022,1.0,104.85,2022,4,6079.047098065603,71.19195721603676
성북구,13400,길음동,13,2022-01-04,월세,59,15000,125,2022.0,아파트,2022,1.0,104.85,2022,0,11767.328941133179,71.8320433803974
성북구,13400,길음동,5,2022-01-04,월세,59,10000,125,2019.0,아파트,2022,1.0,104.85,2022,3,11767.328941133179,71.8320433803974
성북구,13400,길음동,6,2022-01-04,월세,33,2928,24,2010.0,아파트,2022,1.0,104.85,2022,12,11767.328941133179,71.8320433803974
성북구,13400,길음동,4,2022-01-04,월세,84,23500,50,2003.0,아파트,2022,1.0,104.85,2022,19,11767.328941133179,71.8320433803974
성북구,13400,길음동,1,2022-01-04,월세,32,10000,65,2000.0,아파트,2022,1.0,104.85,2022,22,11767.328941133179,71.8320433803974
성북구,13100,보문동2가,3,2022-01-04,월세,20,1500,50,2011.0,연립다세대,2022,1.0,104.85,2022,11,4644.831438606344,51.49825353579957
성북구,12500,안암동5가,5,2022-01-04,월세,14,2000,55,2012.0,연립다세대,2022,1.0,104.85,2022,10,2015.3071215362245,71.1296531450273
성북구,13800,장위동,2,2022-01-04,월세,36,13500,25,2016.0,연립다세대,2022,1.0,104.85,2022,6,6283.193515173683,46.34239383784393
성북구,13600,하월곡동,1,2022-01-05,월세,36,2000,50,1993.0,단독다가구,2022,1.0,104.85,2022,29,2385.997188125445,43.22188700083532
성북구,11800,동선동3가,1,2022-01-05,월세,39,10000,45,1997.0,단독다가구,2022,1.0,104.85,2022,25,2249.520592796694,50.317768776061804
성북구,13900,석관동,5,2022-01-05,월세,25,500,40,2002.0,오피스텔,2022,1.0,104.85,2022,20,5339.7060980828555,51.02259590857361
성북구,12500,안암동5가,1,2022-01-05,월세,22,300,55,1992.0,단독다가구,2022,1.0,104.85,2022,30,1520.8747958436334,55.750307354647234
성북구,12400,안암동4가,1,2022-01-05,월세,21,5000,20,1996.0,단독다가구,2022,1.0,104.85,2022,26,2948.6633201358804,45.269642608684954
성북구,11700,동선동2가,1,2022-01-05,월세,116,1000,60,1992.0,단독다가구,2022,1.0,104.85,2022,30,2178.065242531236,49.77292164064757
성북구,10300,돈암동,1,2022-01-05,월세,30,2000,70,2017.0,단독다가구,2022,1.0,104.85,2022,5,3183.428107934226,41.363879178405114
성북구,12500,안암동5가,1,2022-01-05,월세,17,1000,45,2009.0,단독다가구,2022,1.0,104.85,2022,13,1520.8747958436334,55.750307354647234
성북구,11700,동선동2가,1,2022-01-05,월세,15,8000,45,1994.0,단독다가구,2022,1.0,104.85,2022,28,2178.065242531236,49.77292164064757
성북구,11800,동선동3가,1,2022-01-05,월세,20,1000,50,2003.0,단독다가구,2022,1.0,104.85,2022,19,2249.520592796694,50.317768776061804
성북구,10200,성북동1가,1,2022-01-05,월세,19,1000,40,2010.0,단독다가구,2022,1.0,104.85,2022,12,4318.087209846163,55.83277543991135
성북구,13600,하월곡동,1,2022-01-05,월세,18,10000,16,2019.0,단독다가구,2022,1.0,104.85,2022,3,2385.997188125445,43.22188700083532
성북구,11500,삼선동5가,1,2022-01-05,월세,31,1000,55,1994.0,단독다가구,2022,1.0,104.85,2022,28,3762.839243499885,52.35839777358743
성북구,13100,보문동2가,1,2022-01-05,월세,27,9000,50,2010.0,단독다가구,2022,1.0,104.85,2022,12,2813.320336224279,48.59894435941663
성북구,13300,정릉동,1,2022-01-05,월세,18,500,44,2021.0,단독다가구,2022,1.0,104.85,2022,1,1858.006198999211,46.0424858731359
성북구,11200,삼선동2가,1,2022-01-05,월세,17,1000,48,2019.0,단독다가구,2022,1.0,104.85,2022,3,2363.601208993258,51.54281789854711
성북구,12500,안암동5가,1,2022-01-05,월세,19,1000,60,2003.0,단독다가구,2022,1.0,104.85,2022,19,1520.8747958436334,55.750307354647234
성북구,13700,상월곡동,1,2022-01-05,월세,16,500,30,2016.0,단독다가구,2022,1.0,104.85,2022,6,2027.740149196951,45.47121308543898
성북구,11500,삼선동5가,1,2022-01-05,월세,16,500,30,2009.0,단독다가구,2022,1.0,104.85,2022,13,3762.839243499885,52.35839777358743
성북구,13300,정릉동,1,2022-01-05,월세,64,20000,5,2013.0,단독다가구,2022,1.0,104.85,2022,9,1858.006198999211,46.0424858731359
성북구,13300,정릉동,1,2022-01-05,월세,66,3000,70,1989.0,단독다가구,2022,1.0,104.85,2022,33,1858.006198999211,46.0424858731359
성북구,13800,장위동,1,2022-01-05,월세,16,0,20,1994.0,단독다가구,2022,1.0,104.85,2022,28,3007.2556395454626,38.56414567363866
성북구,12500,안암동5가,1,2022-01-05,월세,20,1000,50,1996.0,단독다가구,2022,1.0,104.85,2022,26,1520.8747958436334,55.750307354647234
성북구,10900,동소문동6가,1,2022-01-05,월세,19,1000,50,1994.0,단독다가구,2022,1.0,104.85,2022,28,3200.7034467424837,53.251902035280736
성북구,10600,동소문동3가,1,2022-01-05,월세,18,1000,55,2019.0,단독다가구,2022,1.0,104.85,2022,3,4595.321620475582,55.35284003948825
성북구,13300,정릉동,1,2022-01-05,월세,66,3000,90,2018.0,단독다가구,2022,1.0,104.85,2022,4,1858.006198999211,46.0424858731359
성북구,13600,하월곡동,1,2022-01-05,월세,16,7000,20,2019.0,단독다가구,2022,1.0,104.85,2022,3,2385.997188125445,43.22188700083532
성북구,13800,장위동,1,2022-01-05,월세,50,5000,25,1993.0,단독다가구,2022,1.0,104.85,2022,29,3007.2556395454626,38.56414567363866
성북구,13800,장위동,1,2022-01-05,월세,59,2000,65,1997.0,단독다가구,2022,1.0,104.85,2022,25,3007.2556395454626,38.56414567363866
성북구,13800,장위동,1,2022-01-05,월세,50,3000,40,2000.0,단독다가구,2022,1.0,104.85,2022,22,3007.2556395454626,38.56414567363866
성북구,13800,장위동,13,2022-01-05,월세,32,7507,20,2017.0,아파트,2022,1.0,104.85,2022,5,9539.586609402893,53.78123725788781
성북구,13400,길음동,9,2022-01-05,월세,59,14000,90,2010.0,아파트,2022,1.0,104.85,2022,12,11767.328941133179,71.8320433803974
성북구,12000,동선동5가,1,2022-01-05,월세,46,1000,55,1996.0,단독다가구,2022,1.0,104.85,2022,26,3156.0595465078645,49.4879703272513
성북구,13600,하월곡동,8,2022-01-05,월세,84,9000,111,2003.0,아파트,2022,1.0,104.85,2022,19,12095.511149447742,82.0463912541385
성북구,13600,하월곡동,13,2022-01-05,월세,84,10000,125,2003.0,아파트,2022,1.0,104.85,2022,19,12095.511149447742,82.0463912541385
성북구,13400,길음동,10,2022-01-05,월세,59,23500,5,2010.0,아파트,2022,1.0,104.85,2022,12,11767.328941133179,71.8320433803974
성북구,13800,장위동,13,2022-01-05,월세,59,10000,100,2008.0,아파트,2022,1.0,104.85,2022,14,9539.586609402893,53.78123725788781
성북구,13900,석관동,2,2022-01-05,월세,22,1000,40,2005.0,오피스텔,2022,1.0,104.85,2022,17,5339.7060980828555,51.02259590857361
성북구,13800,장위동,-1,2022-01-05,월세,16,300,30,1976.0,연립다세대,2022,1.0,104.85,2022,46,6283.193515173683,46.34239383784393
성북구,13300,정릉동,3,2022-01-05,월세,21,930,12,2017.0,연립다세대,2022,1.0,104.85,2022,5,4901.345733950952,44.764533392061544
성북구,13600,하월곡동,13,2022-01-05,월세,15,1000,50,2013.0,아파트,2022,1.0,104.85,2022,9,12095.511149447742,82.0463912541385
성북구,11900,동선동4가,9,2022-01-05,월세,47,2000,125,2017.0,오피스텔,2022,1.0,104.85,2022,5,3791.645475727991,58.70117739759958
성북구,13400,길음동,13,2022-01-05,월세,59,23500,50,2022.0,아파트,2022,1.0,104.85,2022,0,11767.328941133179,71.8320433803974
성북구,13600,하월곡동,13,2022-01-05,월세,84,20000,110,2006.0,아파트,2022,1.0,104.85,2022,16,12095.511149447742,82.0463912541385
성북구,13400,길음동,2,2022-01-05,월세,33,7347,19,2019.0,아파트,2022,1.0,104.85,2022,3,11767.328941133179,71.8320433803974
성북구,13900,석관동,1,2022-01-06,월세,15,1000,50,2018.0,단독다가구,2022,1.0,104.85,2022,4,2548.7722827010034,40.05501508271677
성북구,11800,동선동3가,1,2022-01-06,월세,20,3000,30,2010.0,단독다가구,2022,1.0,104.85,2022,12,2249.520592796694,50.317768776061804
성북구,13500,종암동,1,2022-01-06,월세,16,500,45,2017.0,단독다가구,2022,1.0,104.85,2022,5,2285.3890161498184,47.10549222198714
성북구,13500,종암동,1,2022-01-06,월세,16,500,42,2018.0,단독다가구,2022,1.0,104.85,2022,4,2285.3890161498184,47.10549222198714
성북구,11800,동선동3가,1,2022-01-06,월세,20,1000,50,2011.0,단독다가구,2022,1.0,104.85,2022,11,2249.520592796694,50.317768776061804
성북구,13800,장위동,1,2022-01-06,월세,41,13000,10,1997.0,연립다세대,2022,1.0,104.85,2022,25,6283.193515173683,46.34239383784393
성북구,12500,안암동5가,1,2022-01-06,월세,18,1000,65,2016.0,단독다가구,2022,1.0,104.85,2022,6,1520.8747958436334,55.750307354647234
성북구,13900,석관동,3,2022-01-06,월세,59,23500,4,1998.0,아파트,2022,1.0,104.85,2022,24,10792.135011722952,66.49120846653265
성북구,11700,동선동2가,1,2022-01-06,월세,20,1000,45,2017.0,단독다가구,2022,1.0,104.85,2022,5,2178.065242531236,49.77292164064757
성북구,12300,안암동3가,1,2022-01-06,월세,20,500,50,2019.0,단독다가구,2022,1.0,104.85,2022,3,2020.9185256839216,52.30346582213064
성북구,13300,정릉동,1,2022-01-06,월세,15,1000,50,2019.0,단독다가구,2022,1.0,104.85,2022,3,1858.006198999211,46.0424858731359
성북구,13300,정릉동,1,2022-01-06,월세,16,1000,50,2019.0,단독다가구,2022,1.0,104.85,2022,3,1858.006198999211,46.0424858731359
성북구,12500,안암동5가,1,2022-01-06,월세,20,500,45,1998.0,단독다가구,2022,1.0,104.85,2022,24,1520.8747958436334,55.750307354647234
성북구,12200,안암동2가,1,2022-01-06,월세,23,2000,50,2004.0,단독다가구,2022,1.0,104.85,2022,18,2663.7801550152167,51.07733281579036
성북구,13700,상월곡동,1,2022-01-06,월세,29,300,36,1989.0,단독다가구,2022,1.0,104.85,2022,33,2027.740149196951,45.47121308543898
성북구,11800,동선동3가,1,2022-01-06,월세,39,4000,80,2012.0,단독다가구,2022,1.0,104.85,2022,10,2249.520592796694,50.317768776061804
성북구,11700,동선동2가,1,2022-01-06,월세,26,1000,45,1997.0,단독다가구,2022,1.0,104.85,2022,25,2178.065242531236,49.77292164064757
성북구,12100,안암동1가,1,2022-01-06,월세,24,1000,40,1993.0,단독다가구,2022,1.0,104.85,2022,29,2250.6899899316268,50.17306129830727
성북구,13300,정릉동,3,2022-01-06,월세,14,1000,40,2013.0,연립다세대,2022,1.0,104.85,2022,9,4901.345733950952,44.764533392061544
성북구,13800,장위동,1,2022-01-06,월세,37,500,45,1992.0,단독다가구,2022,1.0,104.85,2022,30,3007.2556395454626,38.56414567363866
성북구,13800,장위동,1,2022-01-06,월세,35,500,45,1992.0,단독다가구,2022,1.0,104.85,2022,30,3007.2556395454626,38.56414567363866
성북구,12200,안암동2가,1,2022-01-06,월세,20,1000,45,2017.0,단독다가구,2022,1.0,104.85,2022,5,2663.7801550152167,51.07733281579036
성북구,13800,장위동,1,2022-01-06,월세,29,12000,19,1969.0,단독다가구,2022,1.0,104.85,2022,53,3007.2556395454626,38.56414567363866
성북구,12600,보문동4가,1,2022-01-06,월세,33,12000,15,2000.0,단독다가구,2022,1.0,104.85,2022,22,3823.679248312929,52.86038103167358
성북구,13900,석관동,1,2022-01-06,월세,47,12000,20,1999.0,단독다가구,2022,1.0,104.85,2022,23,2548.7722827010034,40.05501508271677
성북구,13500,종암동,1,2022-01-06,월세,24,500,43,1995.0,단독다가구,2022,1.0,104.85,2022,27,2285.3890161498184,47.10549222198714
성북구,10300,돈암동,13,2022-01-06,월세,59,15000,125,2004.0,아파트,2022,1.0,104.85,2022,18,10587.566499097198,78.26329700411131
성북구,13300,정릉동,13,2022-01-06,월세,84,9000,125,2004.0,아파트,2022,1.0,104.85,2022,18,10605.795145547707,69.83343613827118
성북구,13300,정릉동,3,2022-01-06,월세,57,7000,50,2016.0,연립다세대,2022,1.0,104.85,2022,6,4901.345733950952,44.764533392061544
성북구,13500,종암동,4,2022-01-06,월세,26,2271,6,1999.0,아파트,2022,1.0,104.85,2022,23,12323.897314097294,95.50430292970209
성북구,11400,삼선동4가,1,2022-01-06,월세,44,4000,48,1994.0,단독다가구,2022,1.0,104.85,2022,28,3251.857711657615,50.26137203660708
성북구,11100,삼선동1가,1,2022-01-06,월세,25,1000,70,2022.0,단독다가구,2022,1.0,104.85,2022,0,3218.7104503858022,47.655801232996765
성북구,13900,석관동,1,2022-01-06,월세,40,2000,55,1992.0,단독다가구,2022,1.0,104.85,2022,30,2548.7722827010034,40.05501508271677
성북구,13800,장위동,13,2022-01-06,월세,59,8000,125,2020.0,아파트,2022,1.0,104.85,2022,2,9539.586609402893,53.78123725788781
성북구,13400,길음동,1,2022-01-06,월세,84,10000,125,2005.0,아파트,2022,1.0,104.85,2022,17,11767.328941133179,71.8320433803974
성북구,10300,돈암동,1,2022-01-06,월세,84,23500,90,2016.0,아파트,2022,1.0,104.85,2022,6,10587.566499097198,78.26329700411131
성북구,11500,삼선동5가,12,2022-01-06,월세,19,5000,51,2014.0,연립다세대,2022,1.0,104.85,2022,8,5583.628192651596,49.76237726341903
성북구,13300,정릉동,5,2022-01-06,월세,59,10000,60,1999.0,아파트,2022,1.0,104.85,2022,23,10605.795145547707,69.83343613827118
성북구,13800,장위동,7,2022-01-06,월세,14,1000,50,2019.0,아파트,2022,1.0,104.85,2022,3,9539.586609402893,53.78123725788781
성북구,13300,정릉동,1,2022-01-06,월세,58,13000,40,1997.0,연립다세대,2022,1.0,104.85,2022,25,4901.345733950952,44.764533392061544
성북구,13600,하월곡동,5,2022-01-06,월세,15,1000,45,2013.0,아파트,2022,1.0,104.85,2022,9,12095.511149447742,82.0463912541385
성북구,11900,동선동4가,13,2022-01-06,월세,21,4000,53,2011.0,오피스텔,2022,1.0,104.85,2022,11,3791.645475727991,58.70117739759958
성북구,13400,길음동,11,2022-01-06,월세,59,23500,90,2022.0,아파트,2022,1.0,104.85,2022,0,11767.328941133179,71.8320433803974
성북구,13300,정릉동,3,2022-01-06,월세,22,2000,55,2014.0,연립다세대,2022,1.0,104.85,2022,8,4901.345733950952,44.764533392061544
성북구,13700,상월곡동,3,2022-01-06,월세,40,5400,22,2018.0,연립다세대,2022,1.0,104.85,2022,4,5396.310466372051,50.213863288522575
성북구,12600,보문동4가,1,2022-01-07,월세,18,2000,50,2018.0,단독다가구,2022,1.0,104.85,2022,4,3823.679248312929,52.86038103167358
성북구,11400,삼선동4가,1,2022-01-07,월세,20,3000,50,2009.0,단독다가구,2022,1.0,104.85,2022,13,3251.857711657615,50.26137203660708
성북구,12200,안암동2가,1,2022-01-07,월세,18,1000,35,2010.0,단독다가구,2022,1.0,104.85,2022,12,2663.7801550152167,51.07733281579036
성북구,13300,정릉동,1,2022-01-07,월세,16,1000,45,2017.0,단독다가구,2022,1.0,104.85,2022,5,1858.006198999211,46.0424858731359
성북구,13300,정릉동,1,2022-01-07,월세,19,1000,45,2018.0,단독다가구,2022,1.0,104.85,2022,4,1858.006198999211,46.0424858731359
성북구,13700,상월곡동,1,2022-01-07,월세,40,2000,60,1969.0,단독다가구,2022,1.0,104.85,2022,53,2027.740149196951,45.47121308543898
성북구,11700,동선동2가,1,2022-01-07,월세,16,1000,35,2011.0,단독다가구,2022,1.0,104.85,2022,11,2178.065242531236,49.77292164064757
성북구,11600,동선동1가,1,2022-01-07,월세,18,4000,40,2017.0,단독다가구,2022,1.0,104.85,2022,5,3245.3306768088946,41.98724207081177
성북구,13700,상월곡동,3,2022-01-07,월세,43,1500,100,2015.0,연립다세대,2022,1.0,104.85,2022,7,5396.310466372051,50.213863288522575
성북구,13400,길음동,13,2022-01-07,월세,59,4000,125,2019.0,아파트,2022,1.0,104.85,2022,3,11767.328941133179,71.8320433803974
성북구,13500,종암동,9,2022-01-07,월세,59,10000,120,2011.0,아파트,2022,1.0,104.85,2022,11,12323.897314097294,95.50430292970209
성북구,13300,정릉동,1,2022-01-07,월세,15,1000,50,2019.0,단독다가구,2022,1.0,104.85,2022,3,1858.006198999211,46.0424858731359
